,Frequency,Phase
15908,7954.1,-0.44174748565531874
15909,7954.6,-0.4418098633336178
15910,7955.1,-0.4418722520190447
15911,7955.6,-0.44193465171434076
15912,7956.1,-0.4419970624222485
15913,7956.6,-0.4420594841455109
15914,7957.1,-0.4421219168868719
15915,7957.6,-0.44218436064907585
15916,7958.1,-0.4422468154348681
15917,7958.6,-0.4423092812469944
15918,7959.1,-0.4423717580882015
15919,7959.6,-0.44243424596123676
15920,7960.1,-0.4424967448688482
15921,7960.6,-0.4425592548137847
15922,7961.1,-0.44262177579879547
15923,7961.6,-0.4426843078266309
15924,7962.1,-0.44274685090004184
15925,7962.6,-0.4428094050217801
15926,7963.1,-0.44287197019459795
15927,7963.6,-0.44293454642124813
15928,7964.1,-0.4429971337044846
15929,7964.6,-0.443059732047062
15930,7965.1,-0.4431223414517355
15931,7965.6,-0.44318496192126083
15932,7966.1,-0.44324759345839454
15933,7966.6,-0.44331023606589426
15934,7967.1,-0.44337288974651773
15935,7967.6,-0.443435554503024
15936,7968.1,-0.4434982303381725
15937,7968.6,-0.44356091725472313
15938,7969.1,-0.443623615255437
15939,7969.6,-0.4436863243430757
15940,7970.1,-0.44374904452040176
15941,7970.6,-0.443811775790178
15942,7971.1,-0.4438745181551682
15943,7971.6,-0.44393727161813684
15944,7972.1,-0.4440000361818492
15945,7972.6,-0.4440628118490713
15946,7973.1,-0.4441255986225696
15947,7973.6,-0.4441883965051114
15948,7974.1,-0.44425120549946484
15949,7974.6,-0.44431402560839867
15950,7975.1,-0.44437685683468253
15951,7975.6,-0.4444396991810865
15952,7976.1,-0.44450255265038136
15953,7976.6,-0.44456541724533905
15954,7977.1,-0.44462829296873174
15955,7977.6,-0.44469117982333256
15956,7978.1,-0.44475407781191545
15957,7978.6,-0.4448169869372545
15958,7979.1,-0.44487990720212534
15959,7979.6,-0.4449428386093038
15960,7980.1,-0.4450057811615665
15961,7980.6,-0.445068734861691
15962,7981.1,-0.44513169971245514
15963,7981.6,-0.4451946757166379
15964,7982.1,-0.4452576628770187
15965,7982.6,-0.4453206611963779
15966,7983.1,-0.44538367067749657
15967,7983.6,-0.4454466913231561
15968,7984.1,-0.4455097231361392
15969,7984.6,-0.4455727661192287
15970,7985.1,-0.44563582027520876
15971,7985.6,-0.4456988856068639
15972,7986.1,-0.44576196211697916
15973,7986.6,-0.44582504980834065
15974,7987.1,-0.4458881486837353
15975,7987.6,-0.4459512587459502
15976,7988.1,-0.44601437999777394
15977,7988.6,-0.44607751244199506
15978,7989.1,-0.4461406560814032
15979,7989.6,-0.44620381091878886
15980,7990.1,-0.446266976956943
15981,7990.6,-0.4463301541986574
15982,7991.1,-0.44639334264672437
15983,7991.6,-0.44645654230393744
15984,7992.1,-0.4465197531730901
15985,7992.6,-0.4465829752569776
15986,7993.1,-0.4466462085583949
15987,7993.6,-0.44670945308013793
15988,7994.1,-0.44677270882500386
15989,7994.6,-0.4468359757957901
15990,7995.1,-0.4468992539952949
15991,7995.6,-0.4469625434263172
15992,7996.1,-0.4470258440916566
15993,7996.6,-0.4470891559941138
15994,7997.1,-0.44715247913648964
15995,7997.6,-0.44721581352158624
15996,7998.1,-0.4472791591522062
15997,7998.6,-0.4473425160311524
15998,7999.1,-0.4474058841612293
15999,7999.6,-0.4474692635452414
16000,8000.1,-0.4475326541859944
16001,8000.6,-0.4475960560862945
16002,8001.1,-0.4476594692489483
16003,8001.6,-0.44772289367676377
16004,8002.1,-0.44778632937254903
16005,8002.6,-0.44784977633911344
16006,8003.1,-0.44791323457926663
16007,8003.6,-0.44797670409581913
16008,8004.1,-0.4480401848915822
16009,8004.6,-0.4481036769693679
16010,8005.1,-0.44816718033198905
16011,8005.6,-0.448230694982259
16012,8006.1,-0.44829422092299165
16013,8006.6,-0.4483577581570021
16014,8007.1,-0.44842130668710595
16015,8007.6,-0.4484848665161195
16016,8008.1,-0.44854843764686
16017,8008.6,-0.44861202008214496
16018,8009.1,-0.4486756138247929
16019,8009.6,-0.4487392188776232
16020,8010.1,-0.4488028352434557
16021,8010.6,-0.4488664629251113
16022,8011.1,-0.448930101925411
16023,8011.6,-0.4489937522471774
16024,8012.1,-0.4490574138932329
16025,8012.6,-0.44912108686640145
16026,8013.1,-0.44918477116950717
16027,8013.6,-0.4492484668053751
16028,8014.1,-0.4493121737768311
16029,8014.6,-0.44937589208670164
16030,8015.1,-0.4494396217378139
16031,8015.6,-0.4495033627329958
16032,8016.1,-0.44956711507507596
16033,8016.6,-0.44963087876688385
16034,8017.1,-0.4496946538112497
16035,8017.6,-0.44975844021100414
16036,8018.1,-0.4498222379689789
16037,8018.6,-0.4498860470880063
16038,8019.1,-0.4499498675709191
16039,8019.6,-0.4500136994205514
16040,8020.1,-0.4500775426397376
16041,8020.6,-0.4501413972313128
16042,8021.1,-0.45020526319811305
16043,8021.6,-0.45026914054297484
16044,8022.1,-0.4503330292687358
16045,8022.6,-0.45039692937823395
16046,8023.1,-0.45046084087430827
16047,8023.6,-0.450524763759798
16048,8024.1,-0.45058869803754376
16049,8024.6,-0.45065264371038655
16050,8025.1,-0.4507166007811682
16051,8025.6,-0.450780569252731
16052,8026.1,-0.4508445491279184
16053,8026.6,-0.4509085404095741
16054,8027.1,-0.4509725431005429
16055,8027.6,-0.4510365572036705
16056,8028.1,-0.45110058272180265
16057,8028.6,-0.4511646196577863
16058,8029.1,-0.4512286680144692
16059,8029.6,-0.45129272779469964
16060,8030.1,-0.4513567990013266
16061,8030.6,-0.45142088163720007
16062,8031.1,-0.4514849757051704
16063,8031.6,-0.4515490812080888
16064,8032.1,-0.45161319814880735
16065,8032.6,-0.4516773265301789
16066,8033.1,-0.4517414663550568
16067,8033.6,-0.45180561762629506
16068,8034.1,-0.45186978034674863
16069,8034.6,-0.4519339545192735
16070,8035.1,-0.4519981401467257
16071,8035.6,-0.4520623372319625
16072,8036.1,-0.45212654577784156
16073,8036.6,-0.4521907657872216
16074,8037.1,-0.45225499726296187
16075,8037.6,-0.4523192402079225
16076,8038.1,-0.45238349462496424
16077,8038.6,-0.45244776051694835
16078,8039.1,-0.4525120378867372
16079,8039.6,-0.45257632673719383
16080,8040.1,-0.452640627071182
16081,8040.6,-0.45270493889156604
16082,8041.1,-0.45276926220121105
16083,8041.6,-0.4528335970029828
16084,8042.1,-0.45289794329974825
16085,8042.6,-0.4529623010943747
16086,8043.1,-0.45302667038973
16087,8043.6,-0.4530910511886831
16088,8044.1,-0.4531554434941036
16089,8044.6,-0.45321984730886167
16090,8045.1,-0.4532842626358286
16091,8045.6,-0.453348689477876
16092,8046.1,-0.4534131278378763
16093,8046.6,-0.4534775777187027
16094,8047.1,-0.45354203912322927
16095,8047.6,-0.4536065120543307
16096,8048.1,-0.4536709965148826
16097,8048.6,-0.4537354925077607
16098,8049.1,-0.45380000003584214
16099,8049.6,-0.45386451910200465
16100,8050.1,-0.4539290497091266
16101,8050.6,-0.453993591860087
16102,8051.1,-0.4540581455577657
16103,8051.6,-0.4541227108050431
16104,8052.1,-0.45418728760480076
16105,8052.6,-0.4542518759599208
16106,8053.1,-0.4543164758732858
16107,8053.6,-0.4543810873477793
16108,8054.1,-0.45444571038628556
16109,8054.6,-0.45451034499168974
16110,8055.1,-0.4545749911668774
16111,8055.6,-0.4546396489147351
16112,8056.1,-0.45470431823814983
16113,8056.6,-0.4547689991400098
16114,8057.1,-0.45483369162320353
16115,8057.6,-0.4548983956906205
16116,8058.1,-0.4549631113451509
16117,8058.6,-0.45502783858968543
16118,8059.1,-0.45509257742711584
16119,8059.6,-0.45515732786033447
16120,8060.1,-0.45522208989223445
16121,8060.6,-0.4552868635257097
16122,8061.1,-0.4553516487636544
16123,8061.6,-0.4554164456089644
16124,8062.1,-0.45548125406453527
16125,8062.6,-0.4555460741332641
16126,8063.1,-0.45561090581804836
16127,8063.6,-0.4556757491217862
16128,8064.1,-0.4557406040473767
16129,8064.6,-0.45580547059771953
16130,8065.1,-0.4558703487757155
16131,8065.6,-0.4559352385842653
16132,8066.1,-0.4560001400262711
16133,8066.6,-0.45606505310463563
16134,8067.1,-0.4561299778222624
16135,8067.6,-0.45619491418205543
16136,8068.1,-0.45625986218691983
16137,8068.6,-0.456324821839761
16138,8069.1,-0.4563897931434854
16139,8069.6,-0.4564547761010002
16140,8070.1,-0.4565197707152133
16141,8070.6,-0.4565847769890334
16142,8071.1,-0.45664979492536956
16143,8071.6,-0.4567148245271321
16144,8072.1,-0.4567798657972317
16145,8072.6,-0.4568449187385801
16146,8073.1,-0.4569099833540895
16147,8073.6,-0.45697505964667284
16148,8074.1,-0.4570401476192441
16149,8074.6,-0.45710524727471774
16150,8075.1,-0.4571703586160091
16151,8075.6,-0.4572354816460341
16152,8076.1,-0.45730061636770947
16153,8076.6,-0.45736576278395275
16154,8077.1,-0.4574309208976821
16155,8077.6,-0.4574960907118168
16156,8078.1,-0.4575612722292761
16157,8078.6,-0.4576264654529808
16158,8079.1,-0.45769167038585196
16159,8079.6,-0.4577568870308115
16160,8080.1,-0.45782211539078227
16161,8080.6,-0.45788735546868764
16162,8081.1,-0.4579526072674516
16163,8081.6,-0.4580178707899992
16164,8082.1,-0.45808314603925615
16165,8082.6,-0.4581484330181488
16166,8083.1,-0.45821373172960433
16167,8083.6,-0.45827904217655047
16168,8084.1,-0.458344364361916
16169,8084.6,-0.45840969828863015
16170,8085.1,-0.45847504395962324
16171,8085.6,-0.4585404013778259
16172,8086.1,-0.45860577054616986
16173,8086.6,-0.45867115146758747
16174,8087.1,-0.4587365441450116
16175,8087.6,-0.45880194858137646
16176,8088.1,-0.4588673647796163
16177,8088.6,-0.4589327927426665
16178,8089.1,-0.4589982324734633
16179,8089.6,-0.45906368397494324
16180,8090.1,-0.4591291472500441
16181,8090.6,-0.4591946223017041
16182,8091.1,-0.4592601091328622
16183,8091.6,-0.45932560774645814
16184,8092.1,-0.4593911181454327
16185,8092.6,-0.4594566403327269
16186,8093.1,-0.45952217431128295
16187,8093.6,-0.4595877200840434
16188,8094.1,-0.45965327765395186
16189,8094.6,-0.4597188470239526
16190,8095.1,-0.4597844281969906
16191,8095.6,-0.45985002117601176
16192,8096.1,-0.45991562596396224
16193,8096.6,-0.45998124256378947
16194,8097.1,-0.46004687097844144
16195,8097.6,-0.4601125112108669
16196,8098.1,-0.4601781632640152
16197,8098.6,-0.4602438271408366
16198,8099.1,-0.46030950284428207
16199,8099.6,-0.46037519037730346
16200,8100.1,-0.4604408897428531
16201,8100.6,-0.4605066009438842
16202,8101.1,-0.4605723239833505
16203,8101.6,-0.46063805886420706
16204,8102.1,-0.46070380558940915
16205,8102.6,-0.460769564161913
16206,8103.1,-0.4608353345846755
16207,8103.6,-0.46090111686065444
16208,8104.1,-0.46096691099280807
16209,8104.6,-0.46103271698409576
16210,8105.1,-0.4610985348374773
16211,8105.6,-0.4611643645559135
16212,8106.1,-0.46123020614236565
16213,8106.6,-0.46129605959979586
16214,8107.1,-0.4613619249311673
16215,8107.6,-0.46142780213944345
16216,8108.1,-0.4614936912275888
16217,8108.6,-0.46155959219856857
16218,8109.1,-0.4616255050553484
16219,8109.6,-0.4616914298008952
16220,8110.1,-0.4617573664381764
16221,8110.6,-0.4618233149701601
16222,8111.1,-0.46188927539981517
16223,8111.6,-0.4619552477301112
16224,8112.1,-0.4620212319640186
16225,8112.6,-0.46208722810450886
16226,8113.1,-0.4621532361545535
16227,8113.6,-0.46221925611712517
16228,8114.1,-0.46228528799519747
16229,8114.6,-0.4623513317917445
16230,8115.1,-0.4624173875097412
16231,8115.6,-0.4624834551521632
16232,8116.1,-0.46254953472198673
16233,8116.6,-0.4626156262221892
16234,8117.1,-0.4626817296557483
16235,8117.6,-0.4627478450256428
16236,8118.1,-0.4628139723348521
16237,8118.6,-0.46288011158635634
16238,8119.1,-0.46294626278313633
16239,8119.6,-0.46301242592817393
16240,8120.1,-0.4630786010244514
16241,8120.6,-0.46314478807495185
16242,8121.1,-0.46321098708265934
16243,8121.6,-0.46327719805055845
16244,8122.1,-0.46334342098163445
16245,8122.6,-0.4634096558788738
16246,8123.1,-0.46347590274526324
16247,8123.6,-0.4635421615837903
16248,8124.1,-0.4636084323974436
16249,8124.6,-0.46367471518921227
16250,8125.1,-0.4637410099620862
16251,8125.6,-0.46380731671905606
16252,8126.1,-0.4638736354631134
16253,8126.6,-0.4639399661972501
16254,8127.1,-0.4640063089244593
16255,8127.6,-0.4640726636477348
16256,8128.1,-0.4641390303700708
16257,8128.6,-0.46420540909446245
16258,8129.1,-0.4642717998239059
16259,8129.6,-0.4643382025613977
16260,8130.1,-0.46440461730993543
16261,8130.6,-0.46447104407251727
16262,8131.1,-0.4645374828521418
16263,8131.6,-0.4646039336518093
16264,8132.1,-0.46467039647451963
16265,8132.6,-0.4647368713232747
16266,8133.1,-0.4648033582010759
16267,8133.6,-0.46486985711092604
16268,8134.1,-0.4649363680558289
16269,8134.6,-0.4650028910387884
16270,8135.1,-0.4650694260628096
16271,8135.6,-0.46513597313089833
16272,8136.1,-0.4652025322460609
16273,8136.6,-0.4652691034113046
16274,8137.1,-0.46533568662963753
16275,8137.6,-0.4654022819040685
16276,8138.1,-0.4654688892376069
16277,8138.6,-0.46553550863326293
16278,8139.1,-0.4656021400940476
16279,8139.6,-0.4656687836229728
16280,8140.1,-0.465735439223051
16281,8140.6,-0.46580210689729556
16282,8141.1,-0.4658687866487203
16283,8141.6,-0.4659354784803402
16284,8142.1,-0.4660021823951707
16285,8142.6,-0.4660688983962283
16286,8143.1,-0.46613562648653
16287,8143.6,-0.46620236666909326
16288,8144.1,-0.46626911894693696
16289,8144.6,-0.4663358833230805
16290,8145.1,-0.4664026598005438
16291,8145.6,-0.4664694483823477
16292,8146.1,-0.4665362490715139
16293,8146.6,-0.4666030618710646
16294,8147.1,-0.46666988678402305
16295,8147.6,-0.466736723813413
16296,8148.1,-0.46680357296225927
16297,8148.6,-0.46687043423358693
16298,8149.1,-0.4669373076304223
16299,8149.6,-0.4670041931557923
16300,8150.1,-0.4670710908127244
16301,8150.6,-0.46713800060424726
16302,8151.1,-0.4672049225333898
16303,8151.6,-0.467271856603182
16304,8152.1,-0.46733880281665463
16305,8152.6,-0.46740576117683913
16306,8153.1,-0.4674727316867676
16307,8153.6,-0.4675397143494731
16308,8154.1,-0.46760670916798913
16309,8154.6,-0.4676737161453503
16310,8155.1,-0.46774073528459187
16311,8155.6,-0.46780776658874973
16312,8156.1,-0.4678748100608607
16313,8156.6,-0.46794186570396223
16314,8157.1,-0.46800893352109246
16315,8157.6,-0.46807601351529066
16316,8158.1,-0.4681431056895965
16317,8158.6,-0.46821021004705043
16318,8159.1,-0.46827732659069377
16319,8159.6,-0.46834445532356855
16320,8160.1,-0.46841159624871775
16321,8160.6,-0.4684787493691848
16322,8161.1,-0.468545914688014
16323,8161.6,-0.4686130922082504
16324,8162.1,-0.46868028193294003
16325,8162.6,-0.46874748386512943
16326,8163.1,-0.4688146980078658
16327,8163.6,-0.4688819243641975
16328,8164.1,-0.46894916293717326
16329,8164.6,-0.46901641372984276
16330,8165.1,-0.4690836767452565
16331,8165.6,-0.4691509519864655
16332,8166.1,-0.46921823945652175
16333,8166.6,-0.4692855391584779
16334,8167.1,-0.4693528510953875
16335,8167.6,-0.46942017527030466
16336,8168.1,-0.46948751168628444
16337,8168.6,-0.4695548603463824
16338,8169.1,-0.46962222125365527
16339,8169.6,-0.46968959441116
16340,8170.1,-0.46975697982195486
16341,8170.6,-0.46982437748909867
16342,8171.1,-0.46989178741565046
16343,8171.6,-0.46995920960467125
16344,8172.1,-0.47002664405922145
16345,8172.6,-0.47009409078236347
16346,8173.1,-0.47016154977715946
16347,8173.6,-0.47022902104667275
16348,8174.1,-0.47029650459396766
16349,8174.6,-0.47036400042210885
16350,8175.1,-0.4704315085341622
16351,8175.6,-0.4704990289331942
16352,8176.1,-0.47056656162227134
16353,8176.6,-0.47063410660446214
16354,8177.1,-0.4707016638828352
16355,8177.6,-0.4707692334604597
16356,8178.1,-0.4708368153404061
16357,8178.6,-0.4709044095257453
16358,8179.1,-0.4709720160195488
16359,8179.6,-0.4710396348248894
16360,8180.1,-0.47110726594484015
16361,8180.6,-0.4711749093824752
16362,8181.1,-0.4712425651408693
16363,8181.6,-0.47131023322309784
16364,8182.1,-0.47137791363223724
16365,8182.6,-0.47144560637136484
16366,8183.1,-0.47151331144355796
16367,8183.6,-0.4715810288518954
16368,8184.1,-0.47164875859945665
16369,8184.6,-0.4717165006893217
16370,8185.1,-0.47178425512457156
16371,8185.6,-0.47185202190828773
16372,8186.1,-0.47191980104355263
16373,8186.6,-0.4719875925334496
16374,8187.1,-0.47205539638106236
16375,8187.6,-0.47212321258947587
16376,8188.1,-0.4721910411617755
16377,8188.6,-0.4722588821010474
16378,8189.1,-0.4723267354103784
16379,8189.6,-0.47239460109285675
16380,8190.1,-0.4724624791515707
16381,8190.6,-0.4725303695896095
16382,8191.1,-0.4725982724100633
16383,8191.6,-0.47266618761602286
16384,8192.1,-0.47273411521057995
16385,8192.6,-0.47280205519682655
16386,8193.1,-0.4728700075778561
16387,8193.6,-0.47293797235676255
16388,8194.1,-0.4730059495366403
16389,8194.6,-0.47307393912058476
16390,8195.1,-0.47314194111169244
16391,8195.6,-0.47320995551305983
16392,8196.1,-0.47327798232778506
16393,8196.6,-0.4733460215589663
16394,8197.1,-0.47341407320970313
16395,8197.6,-0.47348213728309524
16396,8198.1,-0.47355021378224343
16397,8198.6,-0.4736183027102497
16398,8199.1,-0.4736864040702156
16399,8199.6,-0.4737545178652448
16400,8200.1,-0.4738226440984411
16401,8200.6,-0.47389078277290875
16402,8201.1,-0.4739589338917535
16403,8201.6,-0.4740270974580813
16404,8202.1,-0.47409527347499925
16405,8202.6,-0.4741634619456146
16406,8203.1,-0.4742316628730362
16407,8203.6,-0.47429987626037323
16408,8204.1,-0.4743681021107356
16409,8204.6,-0.47443634042723415
16410,8205.1,-0.4745045912129801
16411,8205.6,-0.47457285447108594
16412,8206.1,-0.47464113020466486
16413,8206.6,-0.4747094184168304
16414,8207.1,-0.4747777191106974
16415,8207.6,-0.474846032289381
16416,8208.1,-0.4749143579559974
16417,8208.6,-0.47498269611366356
16418,8209.1,-0.47505104676549714
16419,8209.6,-0.4751194099146165
16420,8210.1,-0.4751877855641407
16421,8210.6,-0.47525617371719
16422,8211.1,-0.475324574376885
16423,8211.6,-0.47539298754634707
16424,8212.1,-0.47546141322869867
16425,8212.6,-0.4755298514270627
16426,8213.1,-0.4755983021445631
16427,8213.6,-0.4756667653843245
16428,8214.1,-0.475735241149472
16429,8214.6,-0.4758037294431319
16430,8215.1,-0.47587223026843095
16431,8215.6,-0.47594074362849687
16432,8216.1,-0.4760092695264582
16433,8216.6,-0.47607780796544397
16434,8217.1,-0.4761463589485843
16435,8217.6,-0.4762149224790097
16436,8218.1,-0.4762834985598518
16437,8218.6,-0.4763520871942429
16438,8219.1,-0.476420688385316
16439,8219.6,-0.47648930213620494
16440,8220.1,-0.4765579284500443
16441,8220.6,-0.4766265673299693
16442,8221.1,-0.4766952187791163
16443,8221.6,-0.476763882800622
16444,8222.1,-0.4768325593976241
16445,8222.6,-0.4769012485732611
16446,8223.1,-0.47696995033067213
16447,8223.6,-0.4770386646729973
16448,8224.1,-0.47710739160337723
16449,8224.6,-0.4771761311249535
16450,8225.1,-0.4772448832408683
16451,8225.6,-0.47731364795426456
16452,8226.1,-0.47738242526828656
16453,8226.6,-0.4774512151860785
16454,8227.1,-0.47752001771078606
16455,8227.6,-0.477588832845555
16456,8228.1,-0.47765766059353254
16457,8228.6,-0.4777265009578663
16458,8229.1,-0.47779535394170464
16459,8229.6,-0.4778642195481969
16460,8230.1,-0.47793309778049303
16461,8230.6,-0.4780019886417437
16462,8231.1,-0.47807089213510073
16463,8231.6,-0.47813980826371616
16464,8232.1,-0.4782087370307434
16465,8232.6,-0.47827767843933583
16466,8233.1,-0.4783466324926485
16467,8233.6,-0.47841559919383675
16468,8234.1,-0.47848457854605647
16469,8234.6,-0.47855357055246506
16470,8235.1,-0.4786225752162198
16471,8235.6,-0.4786915925404795
16472,8236.1,-0.47876062252840335
16473,8236.6,-0.4788296651831512
16474,8237.1,-0.4788987205078842
16475,8237.6,-0.4789677885057636
16476,8238.1,-0.47903686917995203
16477,8238.6,-0.47910596253361254
16478,8239.1,-0.479175068569909
16479,8239.6,-0.4792441872920061
16480,8240.1,-0.4793133187030692
16481,8240.6,-0.4793824628062646
16482,8241.1,-0.4794516196047595
16483,8241.6,-0.47952078910172136
16484,8242.1,-0.479589971300319
16485,8242.6,-0.47965916620372134
16486,8243.1,-0.479728373815099
16487,8243.6,-0.4797975941376225
16488,8244.1,-0.47986682717446355
16489,8244.6,-0.47993607292879464
16490,8245.1,-0.4800053314037888
16491,8245.6,-0.48007460260262014
16492,8246.1,-0.4801438865284635
16493,8246.6,-0.48021318318449413
16494,8247.1,-0.4802824925738885
16495,8247.6,-0.4803518146998237
16496,8248.1,-0.48042114956547727
16497,8248.6,-0.48049049717402825
16498,8249.1,-0.48055985752865565
16499,8249.6,-0.4806292306325401
16500,8250.1,-0.4806986164888619
16501,8250.6,-0.4807680151008031
16502,8251.1,-0.4808374264715464
16503,8251.6,-0.48090685060427474
16504,8252.1,-0.4809762875021723
16505,8252.6,-0.4810457371684239
16506,8253.1,-0.48111519960621496
16507,8253.6,-0.48118467481873206
16508,8254.1,-0.48125416280916233
16509,8254.6,-0.4813236635806936
16510,8255.1,-0.4813931771365144
16511,8255.6,-0.48146270347981446
16512,8256.1,-0.4815322426137841
16513,8256.6,-0.48160179454161384
16514,8257.1,-0.48167135926649607
16515,8257.6,-0.48174093679162294
16516,8258.1,-0.48181052712018796
16517,8258.6,-0.48188013025538545
16518,8259.1,-0.48194974620040976
16519,8259.6,-0.48201937495845715
16520,8260.1,-0.4820890165327237
16521,8260.6,-0.4821586709264068
16522,8261.1,-0.48222833814270455
16523,8261.6,-0.48229801818481527
16524,8262.1,-0.4823677110559391
16525,8262.6,-0.4824374167592761
16526,8263.1,-0.48250713529802736
16527,8263.6,-0.48257686667539484
16528,8264.1,-0.4826466108945812
16529,8264.6,-0.4827163679587899
16530,8265.1,-0.4827861378712251
16531,8265.6,-0.48285592063509175
16532,8266.1,-0.48292571625359565
16533,8266.6,-0.4829955247299434
16534,8267.1,-0.4830653460673425
16535,8267.6,-0.4831351802690008
16536,8268.1,-0.48320502733812715
16537,8268.6,-0.48327488727793155
16538,8269.1,-0.48334476009162414
16539,8269.6,-0.48341464578241616
16540,8270.1,-0.4834845443535197
16541,8270.6,-0.4835544558081474
16542,8271.1,-0.483624380149513
16543,8271.6,-0.4836943173808308
16544,8272.1,-0.4837642675053157
16545,8272.6,-0.4838342305261839
16546,8273.1,-0.4839042064466518
16547,8273.6,-0.48397419526993696
16548,8274.1,-0.4840441969992575
16549,8274.6,-0.48411421163783264
16550,8275.1,-0.4841842391888819
16551,8275.6,-0.484254279655626
16552,8276.1,-0.4843243330412863
16553,8276.6,-0.48439439934908474
16554,8277.1,-0.48446447858224445
16555,8277.6,-0.4845345707439889
16556,8278.1,-0.4846046758375425
16557,8278.6,-0.48467479386613077
16558,8279.1,-0.48474492483297943
16559,8279.6,-0.48481506874131547
16560,8280.1,-0.48488522559436636
16561,8280.6,-0.4849553953953604
16562,8281.1,-0.4850255781475267
16563,8281.6,-0.4850957738540954
16564,8282.1,-0.48516598251829696
16565,8282.6,-0.485236204143363
16566,8283.1,-0.48530643873252544
16567,8283.6,-0.4853766862890177
16568,8284.1,-0.4854469468160735
16569,8284.6,-0.48551722031692723
16570,8285.1,-0.4855875067948144
16571,8285.6,-0.48565780625297117
16572,8286.1,-0.4857281186946344
16573,8286.6,-0.4857984441230418
16574,8287.1,-0.4858687825414319
16575,8287.6,-0.48593913395304383
16576,8288.1,-0.4860094983611178
16577,8288.6,-0.4860798757688946
16578,8289.1,-0.4861502661796158
16579,8289.6,-0.48622066959652394
16580,8290.1,-0.4862910860228619
16581,8290.6,-0.4863615154618737
16582,8291.1,-0.48643195791680427
16583,8291.6,-0.486502413390899
16584,8292.1,-0.48657288188740416
16585,8292.6,-0.4866433634095667
16586,8293.1,-0.4867138579606347
16587,8293.6,-0.4867843655438568
16588,8294.1,-0.48685488616248224
16589,8294.6,-0.4869254198197613
16590,8295.1,-0.4869959665189449
16591,8295.6,-0.4870665262632848
16592,8296.1,-0.4871370990560337
16593,8296.6,-0.48720768490044475
16594,8297.1,-0.4872782837997721
16595,8297.6,-0.4873488957572706
16596,8298.1,-0.487419520776196
16597,8298.6,-0.4874901588598046
16598,8299.1,-0.48756081001135393
16599,8299.6,-0.48763147423410164
16600,8300.1,-0.48770215153130686
16601,8300.6,-0.48777284190622877
16602,8301.1,-0.4878435453621281
16603,8301.6,-0.4879142619022658
16604,8302.1,-0.48798499152990377
16605,8302.6,-0.4880557342483048
16606,8303.1,-0.4881264900607322
16607,8303.6,-0.48819725897045063
16608,8304.1,-0.4882680409807246
16609,8304.6,-0.4883388360948205
16610,8305.1,-0.48840964431600453
16611,8305.6,-0.48848046564754416
16612,8306.1,-0.4885513000927079
16613,8306.6,-0.4886221476547642
16614,8307.1,-0.4886930083369831
16615,8307.6,-0.4887638821426351
16616,8308.1,-0.48883476907499146
16617,8308.6,-0.48890566913732436
16618,8309.1,-0.48897658233290664
16619,8309.6,-0.4890475086650119
16620,8310.1,-0.48911844813691463
16621,8310.6,-0.48918940075188994
16622,8311.1,-0.4892603665132141
16623,8311.6,-0.48933134542416373
16624,8312.1,-0.4894023374880164
16625,8312.6,-0.48947334270805043
16626,8313.1,-0.48954436108754495
16627,8313.6,-0.48961539262978016
16628,8314.1,-0.4896864373380364
16629,8314.6,-0.4897574952155955
16630,8315.1,-0.48982856626573934
16631,8315.6,-0.48989965049175127
16632,8316.1,-0.4899707478969151
16633,8316.6,-0.49004185848451537
16634,8317.1,-0.49011298225783767
16635,8317.6,-0.49018411922016797
16636,8318.1,-0.4902552693747933
16637,8318.6,-0.49032643272500154
16638,8319.1,-0.49039760927408116
16639,8319.6,-0.49046879902532153
16640,8320.1,-0.4905400019820126
16641,8320.6,-0.4906112181474454
16642,8321.1,-0.49068244752491175
16643,8321.6,-0.49075369011770387
16644,8322.1,-0.4908249459291152
16645,8322.6,-0.49089621496243957
16646,8323.1,-0.490967497220972
16647,8323.6,-0.49103879270800793
16648,8324.1,-0.4911101014268441
16649,8324.6,-0.49118142338077725
16650,8325.1,-0.49125275857310546
16651,8325.6,-0.49132410700712753
16652,8326.1,-0.49139546868614314
16653,8326.6,-0.4914668436134524
16654,8327.1,-0.4915382317923565
16655,8327.6,-0.4916096332261572
16656,8328.1,-0.4916810479181572
16657,8328.6,-0.4917524758716601
16658,8329.1,-0.49182391708997003
16659,8329.6,-0.4918953715763922
16660,8330.1,-0.491966839334232
16661,8330.6,-0.49203832036679634
16662,8331.1,-0.4921098146773926
16663,8331.6,-0.492181322269329
16664,8332.1,-0.49225284314591417
16665,8332.6,-0.4923243773104582
16666,8333.1,-0.4923959247662713
16667,8333.6,-0.492467485516665
16668,8334.1,-0.4925390595649514
16669,8334.6,-0.49261064691444345
16670,8335.1,-0.49268224756845436
16671,8335.6,-0.49275386153029893
16672,8336.1,-0.4928254888032925
16673,8336.6,-0.492897129390751
16674,8337.1,-0.4929687832959913
16675,8337.6,-0.49304045052233064
16676,8338.1,-0.49311213107308777
16677,8338.6,-0.4931838249515818
16678,8339.1,-0.49325553216113244
16679,8339.6,-0.49332725270506084
16680,8340.1,-0.4933989865866882
16681,8340.6,-0.4934707338093367
16682,8341.1,-0.49354249437632997
16683,8341.6,-0.4936142682909915
16684,8342.1,-0.49368605555664596
16685,8342.6,-0.493757856176619
16686,8343.1,-0.49382967015423673
